,state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,one day minutes,percentage of minutes,one day charge,percentage of charge,one day calls,percentage of calls
130,NE,90,415,353-6870,no,no,0,145.5,92,24.74,217.7,114,18.5,146.9,123,6.61,10.9,2,2.94,3,False,521.0,0.02641070017604937,52.78999999999999,0.026641967038148577,331,0.03254600195472664
131,CA,75,408,355-2909,no,no,0,166.3,125,28.27,158.2,86,13.45,256.7,80,11.55,6.1,5,1.65,1,False,587.3000000000001,0.029771601177339336,54.919999999999995,0.02771693180024853,296,0.029104581808456452
132,NJ,78,415,390-6101,no,no,0,231.0,115,39.27,230.4,140,19.58,261.4,120,11.76,9.5,3,2.57,1,False,732.3,0.0371219879825738,73.17999999999999,0.03693235741336831,378,0.03716733757971804
133,TX,82,408,400-3446,no,no,0,200.3,96,34.05,201.2,102,17.1,206.1,60,9.27,7.1,1,1.92,4,False,614.7,0.03116057082191468,62.34,0.03146164472737607,259,0.025466509082399398
134,AR,163,408,411-5859,no,no,0,197.0,109,33.49,202.6,128,17.22,206.4,80,9.29,9.1,10,2.46,1,False,615.1,0.031180847751032567,62.46,0.03152220612242395,327,0.03215269679515291
135,AL,91,510,387-2919,yes,no,0,129.9,112,22.08,173.3,83,14.73,247.2,130,11.12,11.2,3,3.02,3,False,561.6000000000001,0.028468808481515024,50.95,0.025713358980747683,328,0.03225102308504634
136,NY,75,415,374-8525,no,yes,21,175.8,97,29.89,217.5,106,18.49,237.5,134,10.69,5.3,4,1.43,5,False,636.0999999999999,0.03224538652972169,60.49999999999999,0.030533036669975165,341,0.033529264853660985
137,FL,91,510,379-5592,no,no,0,203.1,106,34.53,210.1,113,17.86,195.6,129,8.8,12.0,3,3.24,3,False,620.8,0.03146979399096247,64.42999999999999,0.03251642235779339,351,0.03451252775259532
138,AK,127,510,345-8237,no,yes,36,183.2,117,31.14,126.8,76,10.78,263.3,71,11.85,11.2,8,3.02,1,False,584.5,0.02962966267351412,56.790000000000006,0.02866068020641141,272,0.026744750851014038
139,NV,113,415,422-6690,no,yes,23,205.0,101,34.85,152.0,60,12.92,158.6,59,7.14,10.2,5,2.75,2,False,525.8000000000001,0.026654023325464026,57.660000000000004,0.02909975032050857,225,0.022123415226022642
140,DE,110,510,346-2359,no,no,0,148.5,115,25.25,276.4,84,23.49,193.6,112,8.71,12.4,3,3.35,1,False,630.9,0.03198178645118915,60.8,0.03068444015759488,314,0.030874455026538263
141,MD,120,415,374-3534,no,yes,39,200.3,68,34.05,220.4,97,18.73,253.8,116,11.42,10.5,4,2.84,0,False,685.0,0.03472424111438352,67.04,0.03383363270008489,285,0.028022992619628682
142,MI,157,415,381-4756,no,yes,28,192.6,107,32.74,195.5,74,16.62,109.7,139,4.94,6.8,5,1.84,3,False,504.6,0.025579346082215956,56.14,0.028332639316568695,325,0.03195604421536604
143,VT,103,510,390-2805,no,no,0,246.5,47,41.91,195.5,84,16.62,200.5,96,9.02,11.7,4,3.16,1,False,654.2,0.03316291757230614,70.71,0.035685802031966016,231,0.022713372965383248
144,VT,117,408,390-2390,yes,no,0,167.1,86,28.41,177.5,87,15.09,249.4,132,11.22,14.1,7,3.81,2,True,608.1,0.030826001491469524,58.53,0.029538820434605734,312,0.030677802446751397
145,MI,140,415,419-9097,no,no,0,231.9,101,39.42,160.1,94,13.61,110.4,98,4.97,14.3,6,3.86,3,False,516.6999999999999,0.026192723188032067,61.86,0.031219399147184527,299,0.029399560678136757
146,WA,127,408,386-7281,no,no,0,146.7,91,24.94,203.5,78,17.3,203.4,110,9.15,13.7,3,3.7,1,False,567.3000000000001,0.028757754721444928,55.09,0.027802727109899707,282,0.027728013749948377
147,UT,83,408,380-3561,yes,no,0,271.5,87,46.16,216.3,126,18.39,121.1,105,5.45,11.7,4,3.16,1,False,620.6,0.03145965552640353,73.16,0.036922263847527,322,0.03166106534568573
148,LA,121,408,390-8760,no,no,0,181.5,121,30.86,218.4,98,18.56,161.6,103,7.27,8.5,5,2.3,1,False,570.0,0.028894623992990674,58.989999999999995,0.02977097244895595,327,0.03215269679515291
149,RI,145,408,366-6730,no,yes,43,257.7,97,43.81,162.1,95,13.78,286.9,86,12.91,11.1,4,3.0,2,False,717.8,0.03638694930205036,73.5,0.03709385446682934,282,0.027728013749948377
150,IA,113,408,395-5285,no,no,0,193.8,99,32.95,221.4,125,18.82,172.3,67,7.75,10.6,6,2.86,1,False,598.1,0.030319078263522318,62.38,0.0314818318590587,297,0.02920290809834989
151,NE,117,415,354-3436,no,no,0,102.8,119,17.48,206.7,91,17.57,299.0,105,13.46,10.1,7,2.73,1,False,618.6,0.03135827088081409,51.239999999999995,0.025859715685446736,322,0.03166106534568573
152,OH,65,408,336-7600,no,no,0,187.9,116,31.94,157.6,117,13.4,227.3,86,10.23,7.5,6,2.03,1,False,580.3,0.029416754917776292,57.60000000000001,0.029069469622984626,325,0.03195604421536604
153,RI,56,415,383-6293,no,no,0,226.0,112,38.42,248.5,118,21.12,140.5,142,6.32,6.9,11,1.86,1,False,621.9,0.031525555546036664,67.72000000000001,0.03417681393868957,383,0.03765896902918521
154,OK,96,415,362-4596,no,no,0,260.4,115,44.27,146.0,46,12.41,269.5,87,12.13,11.5,4,3.11,5,False,687.4,0.03484590268909085,71.92,0.03629646276536552,252,0.02477822505314536
155,LA,151,408,401-3926,no,no,0,178.7,116,30.38,292.1,138,24.83,265.9,101,11.97,9.8,4,2.65,0,False,746.5,0.037841818966258836,69.83,0.0352416851349482,359,0.03529913807174279
156,OH,83,415,370-9116,no,no,0,337.4,120,57.36,227.4,116,19.33,153.9,114,6.93,15.8,7,4.27,0,True,734.4999999999999,0.03723351109272218,87.89,0.04435617508965484,357,0.03510248549195592
157,VA,139,510,328-6289,no,yes,23,157.6,129,26.79,247.0,96,21.0,259.2,112,11.66,13.7,2,3.7,0,False,677.5,0.03434404869342312,63.150000000000006,0.031870434143949286,339,0.033332612273874115
158,MO,6,510,350-9994,no,no,0,183.6,117,31.21,256.7,72,21.82,178.6,79,8.04,10.2,2,2.75,1,False,629.1,0.031890540270158654,63.82,0.03220856859963331,270,0.026548098271227172
159,FL,115,510,351-4616,no,yes,24,142.1,124,24.16,183.4,129,15.59,164.8,114,7.42,9.6,4,2.59,1,False,499.90000000000003,0.025341092165080768,49.760000000000005,0.025112791813189497,371,0.036479053550464005
160,SC,87,415,360-5779,no,no,0,136.3,97,23.17,172.2,108,14.64,137.5,101,6.19,7.1,5,1.92,0,False,453.1,0.022968691458287848,45.92,0.023174827171657187,311,0.030579476156857965
161,VA,141,415,417-4885,no,no,0,217.1,110,36.91,241.5,111,20.53,253.5,103,11.41,12.0,6,3.24,0,False,724.1,0.0367063109356571,72.08999999999999,0.03638225807501669,330,0.032447675664833205
162,IA,141,510,406-4710,no,yes,36,187.5,99,31.88,241.4,116,20.52,229.5,105,10.33,10.5,5,2.84,3,False,668.9,0.03390809471738852,65.57,0.03309175561074829,325,0.03195604421536604
163,MI,62,415,409-8743,no,no,0,98.9,103,16.81,135.4,122,11.51,236.6,82,10.65,12.2,1,3.29,1,False,483.09999999999997,0.02448946114212946,42.26,0.021327704622696706,308,0.03028449728717766
164,OK,146,415,335-4584,no,no,0,206.3,151,35.07,148.6,89,12.63,167.2,91,7.52,6.1,3,1.65,1,False,528.1999999999999,0.02677568490017135,56.87,0.02870105446977666,334,0.032840980824406944
165,DE,92,415,361-9845,no,yes,33,243.1,92,41.33,213.8,92,18.17,228.7,104,10.29,12.1,2,3.27,2,False,697.6999999999999,0.03536803361387647,73.05999999999999,0.03687179601832042,290,0.02851462406909585
166,GA,185,510,366-5699,no,yes,31,189.8,126,32.27,163.3,133,13.88,264.8,126,11.92,7.5,3,2.03,1,False,625.4000000000001,0.03170297867581819,60.10000000000001,0.030331165353148892,388,0.03815060047865238
167,DC,148,415,329-9364,no,no,0,202.0,102,34.34,243.2,128,20.67,261.3,90,11.76,10.9,3,2.94,1,False,717.4,0.03636667237293247,69.71000000000001,0.035181123739900316,323,0.03175939163557917
168,AZ,94,408,390-7434,no,yes,38,170.1,124,28.92,193.3,116,16.43,105.9,73,4.77,12.8,4,3.46,1,False,482.09999999999997,0.024438768819334742,53.580000000000005,0.02704066288888049,317,0.031169433896218568
169,AL,32,510,404-9680,no,no,0,230.9,87,39.25,187.4,90,15.93,154.0,53,6.93,6.3,2,1.7,0,False,578.5999999999999,0.029330577969025263,63.81,0.032203521816712655,232,0.02281169925527668
170,CO,68,408,338-9398,no,no,0,237.1,105,40.31,223.5,105,19.0,97.4,79,4.38,13.2,2,3.56,1,False,571.2,0.028955454780344336,67.25,0.03393961514141868,291,0.028612950358989288
171,NH,64,408,394-2445,no,yes,27,182.1,91,30.96,169.7,98,14.42,164.7,86,7.41,10.6,5,2.86,2,False,527.1,0.026719923345097162,55.650000000000006,0.0280853469534565,280,0.02753136117016151
172,NM,25,415,381-2709,no,no,0,119.3,87,20.28,211.5,101,17.98,268.9,86,12.1,10.5,4,2.84,3,False,610.2,0.030932455369338436,53.2,0.026848885137895524,278,0.02733470859037464
173,OR,65,415,397-5060,no,no,0,116.8,87,19.86,178.9,93,15.21,182.4,150,8.21,14.1,2,3.81,1,False,492.20000000000005,0.02495076127956142,47.09,0.023765300773374066,332,0.032644328244620074
174,LA,179,408,415-2393,no,no,0,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,6.1,5,1.65,0,False,619.4,0.03139882473904986,62.61999999999999,0.03160295464915446,326,0.03205437050525947
175,NE,94,415,377-1765,no,no,0,252.6,104,42.94,169.0,125,14.37,170.9,106,7.69,11.1,7,3.0,2,False,603.6,0.03059788603889328,68.0,0.03431812386046796,342,0.03362759114355442
176,MN,62,415,409-2111,no,no,0,147.1,91,25.01,190.4,107,16.18,195.2,115,8.78,12.2,3,3.29,0,False,544.9000000000001,0.02762224669084319,53.26,0.026879165835419463,316,0.031071107606325133
177,MI,127,415,401-3170,no,no,0,202.1,103,34.36,229.4,86,19.5,195.2,113,8.78,11.5,3,3.11,2,False,638.2,0.032351840407590614,65.75,0.03318259770332012,305,0.029989518417497363
178,AR,116,408,405-5681,no,no,0,173.5,93,29.5,194.1,76,16.5,208.0,112,9.36,16.2,10,4.37,3,False,591.8000000000001,0.02999971662991558,59.73,0.030144434385084573,291,0.028612950358989288
179,KS,70,408,411-4582,no,no,0,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,0.0,0,0.0,3,False,725.5999999999999,0.036782349419849175,73.36,0.037023199505940144,346,0.03402089630312815
180,WV,94,510,355-5009,yes,yes,23,197.1,125,33.51,214.5,136,18.23,282.2,103,12.7,9.5,5,2.57,4,False,703.3,0.03565191062152691,67.00999999999999,0.03381849235132291,369,0.036282400970677135
181,AK,126,415,372-3750,no,no,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,True,345.59999999999997,0.017519266757855395,31.05,0.01567026096864015,304,0.029891192127603924
182,NY,67,408,405-2888,no,yes,36,115.6,111,19.65,237.7,94,20.2,169.9,103,7.65,9.9,12,2.67,2,False,533.0999999999999,0.027024077281865483,50.169999999999995,0.02531970991293643,320,0.03146441276589887
183,NH,19,408,361-3337,no,no,0,186.1,98,31.64,254.3,57,21.62,214.0,127,9.63,14.6,7,3.94,2,False,669.0,0.03391316394966799,66.83000000000001,0.03372765025875109,289,0.028416297779202418
184,VA,170,510,350-1639,yes,no,0,259.9,68,44.18,245.0,122,20.83,134.4,121,6.05,8.4,3,2.27,3,False,647.6999999999999,0.032833417474140446,73.32999999999998,0.037008059157178155,314,0.030874455026538263
185,NM,73,415,333-3221,no,no,0,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,13,2.92,1,False,734.8,0.037248718789560605,73.02,0.0368516088866378,385,0.03785562160897208
186,NY,106,408,422-1471,no,no,0,158.7,74,26.98,64.3,139,5.47,198.5,103,8.93,10.2,4,2.75,1,False,431.7,0.021883875750480827,44.13,0.022271453028859575,320,0.03146441276589887
187,AZ,93,415,399-7865,no,no,0,271.6,71,46.17,229.4,108,19.5,77.3,121,3.48,10.9,3,2.94,2,False,589.1999999999999,0.0298679165906493,72.09,0.036382258075016695,303,0.029792865837710493
188,WY,164,510,373-4819,no,no,0,160.6,111,27.3,163.2,126,13.87,187.1,112,8.42,9.0,3,2.43,1,False,519.9,0.026354938620975175,52.02,0.026253364753257992,352,0.03461085404248875
189,WA,51,408,338-6981,no,no,0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1,False,660.1,0.03346200227679499,68.3,0.03446952734808767,314,0.030874455026538263
190,CO,107,415,418-4365,no,no,0,133.8,85,22.75,180.5,94,15.34,112.2,115,5.05,8.9,4,2.4,0,False,435.4,0.022071437344821296,45.54,0.022983049420672218,298,0.029301234388243322
191,TX,130,415,359-5461,no,no,0,176.9,109,30.07,90.7,104,7.71,238.0,69,10.71,9.5,2,2.57,1,False,515.1,0.026111615471560518,51.06,0.025768873592874914,284,0.027924666329735247
192,KY,80,408,375-3586,no,no,0,209.9,74,35.68,195.1,77,16.58,208.2,119,9.37,8.8,4,2.38,2,False,622.0,0.031530624778316134,64.00999999999999,0.03230445747512579,274,0.026941403430800905
193,MT,94,415,407-8376,no,no,0,137.5,118,23.38,203.2,88,17.27,150.0,131,6.75,13.4,2,3.62,0,False,504.09999999999997,0.025553999920818592,51.019999999999996,0.025748686461192282,339,0.033332612273874115
194,OK,118,408,408-6496,no,yes,23,289.5,52,49.22,166.6,111,14.16,119.1,88,5.36,9.5,4,2.57,1,False,584.7,0.029639801138073064,71.30999999999999,0.035988609007205435,255,0.025073203922825665
195,MD,117,415,385-7688,no,yes,23,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1,False,562.4,0.028509362339750793,58.690000000000005,0.029619568961336246,270,0.026548098271227172
196,TN,78,415,332-6934,no,no,0,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,False,603.1,0.03057253987749592,55.32999999999999,0.02792384989999547,368,0.036184074680783704
197,TX,208,510,378-3625,no,no,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,True,695.2,0.035241302806889675,81.57000000000001,0.04116660828379958,288,0.028317971489308983
198,ME,131,510,353-7292,yes,yes,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,True,761.6999999999999,0.03861234227273858,81.97999999999999,0.041373526383546515,332,0.032644328244620074
199,DC,63,408,399-6786,no,no,0,83.0,64,14.11,177.0,106,15.05,245.7,89,11.06,13.0,3,3.51,0,False,518.7,0.02629410783362151,43.73,0.02206958171203329,262,0.0257614879520797
200,MN,53,415,358-3261,no,yes,24,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,False,629.2,0.031895609502438124,58.3,0.02942274442743062,383,0.03765896902918521
201,DE,62,408,377-9932,no,no,0,182.3,101,30.99,328.2,93,27.9,245.0,131,11.03,11.2,1,3.02,2,False,766.7,0.038865803886712194,72.94,0.03681123462327254,326,0.03205437050525947
202,MD,97,415,397-4030,no,no,0,218.0,86,37.06,184.0,94,15.64,240.5,110,10.82,6.4,8,1.73,3,False,648.9,0.03289424826149412,65.25,0.03293025855728727,298,0.029301234388243322
203,MI,105,510,367-1062,no,no,0,140.6,109,23.9,178.6,51,15.18,217.0,83,9.76,6.8,3,1.84,2,False,543.0,0.02752593127753322,50.68,0.02557709584188994,246,0.024188267313784755
204,WA,157,415,341-8467,no,no,0,152.7,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1,False,617.6999999999999,0.03131264779029883,59.300000000000004,0.029927422719496322,282,0.027728013749948377
205,MO,66,415,339-9453,no,yes,36,106.7,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1,False,519.0,0.026309315530459926,47.81,0.02412866914366137,272,0.026744750851014038
206,IN,122,415,344-3388,no,no,0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,False,521.2,0.02642083864060831,60.370000000000005,0.030467428492006628,262,0.0257614879520797
207,OR,38,415,375-8013,no,no,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3,False,615.2,0.031185916983312037,61.89,0.031234539495946498,284,0.027924666329735247
208,MD,106,510,408-4142,no,no,0,213.9,95,36.36,151.9,70,12.91,260.1,124,11.7,12.2,5,3.29,3,False,638.1000000000001,0.032346771175311144,64.26,0.03243062704814222,294,0.028907929228669586
209,RI,99,510,386-3671,no,no,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3,False,705.8,0.03577864142851371,72.33,0.03650338086511246,297,0.02920290809834989
210,LA,99,415,411-2284,no,no,0,241.1,72,40.99,155.6,98,13.23,188.2,109,8.47,11.6,10,3.13,1,False,596.5,0.030237970547050762,65.82,0.03321792518376472,289,0.028416297779202418
211,AZ,144,510,346-7795,yes,no,0,203.5,100,34.6,247.6,103,21.05,194.3,94,8.74,11.9,11,3.21,0,False,657.3000000000001,0.033320063772969775,67.6,0.03411625254364167,308,0.03028449728717766
212,PA,82,415,333-5609,no,yes,24,155.2,131,26.38,244.5,106,20.78,122.4,68,5.51,10.7,3,2.89,1,False,532.8000000000001,0.027008869585027073,55.559999999999995,0.028039925907170585,308,0.03028449728717766
213,AZ,86,408,405-1842,no,yes,31,167.6,139,28.49,113.0,118,9.61,246.9,121,11.11,12.2,6,3.29,1,False,539.7,0.02735864661231064,52.49999999999999,0.026495610333449528,384,0.03775729531907865
214,FL,70,510,366-6345,yes,no,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,True,545.6,0.02765773131679949,65.97,0.03329362692757458,310,0.030481149866964527
215,LA,93,415,337-9345,no,no,0,179.3,93,30.48,178.6,98,15.18,225.2,131,10.13,11.5,6,3.11,3,False,594.5999999999999,0.03014165513374079,58.9,0.02972555140267004,328,0.03225102308504634
216,FL,93,415,328-6770,no,no,0,151.4,89,25.74,186.4,76,15.84,172.5,120,7.76,10.9,3,2.94,0,False,521.2,0.02642083864060831,52.279999999999994,0.026384581109195067,288,0.028317971489308983
217,FL,120,415,380-7321,no,no,0,180.0,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,False,674.3,0.034181833260480014,62.87,0.03172912422217089,260,0.02556483537229283
218,MD,136,415,375-1476,no,no,0,250.2,121,42.53,267.1,118,22.7,151.0,114,6.8,13.0,2,3.51,1,True,681.3,0.03453667952004306,75.54,0.03812339818264338,355,0.03490583291216906
219,AL,106,415,356-1567,no,no,0,223.0,121,37.91,110.1,98,9.36,188.7,107,8.49,7.1,12,1.92,0,False,528.9,0.026811169526127658,57.68,0.029109843886349882,338,0.03323428598398068
220,WA,81,415,422-6685,no,no,0,183.6,116,31.21,152.6,98,12.97,212.2,99,9.55,12.2,6,3.29,3,False,560.6,0.028418116158720298,57.02,0.028776756213586517,319,0.03136608647600544
221,TN,127,408,336-1090,no,yes,22,166.0,114,28.22,174.5,103,14.83,244.9,68,11.02,10.2,6,2.75,1,False,595.6,0.030192347456535516,56.81999999999999,0.02867582055517337,291,0.028612950358989288
222,MS,65,415,343-2095,no,no,0,136.1,112,23.14,272.9,96,23.2,220.2,104,9.91,4.4,2,1.19,1,False,633.6,0.032118655722734896,57.44,0.02898872109625411,314,0.030874455026538263
223,ME,35,408,345-3934,no,no,0,149.3,113,25.38,242.2,122,20.59,174.3,104,7.84,8.9,6,2.4,2,False,574.6999999999999,0.029132877910125855,56.21,0.028367966797013294,345,0.03392257001323472
224,OK,88,408,338-8050,no,no,0,65.4,97,11.12,168.2,76,14.3,236.0,113,10.62,13.8,1,3.73,2,False,483.40000000000003,0.024504668838967878,39.769999999999996,0.020071055675453097,287,0.02821964519941555
225,IN,65,415,388-9568,no,no,0,213.4,111,36.28,234.5,94,19.93,250.1,123,11.25,2.7,4,0.73,1,False,700.7,0.03552011058226064,68.19000000000001,0.034414012735960446,332,0.032644328244620074
226,MO,123,415,402-6591,no,no,0,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,7.7,2,2.08,3,False,680.8000000000001,0.0345113333586457,68.02,0.034328217426309274,301,0.029596213257923627
227,IA,126,408,403-6419,no,yes,27,186.2,78,31.65,189.6,83,16.12,76.5,139,3.44,9.6,3,2.59,2,False,461.9,0.023414783898881388,53.8,0.027151692113134944,303,0.029792865837710493
228,VA,104,415,386-9790,no,yes,23,280.2,136,47.63,220.5,92,18.74,136.9,102,6.16,13.3,3,3.59,4,False,650.9,0.03299563290708355,76.12,0.03841611159204149,333,0.03274265453451351
229,KY,45,415,378-5692,no,yes,22,196.6,84,33.42,313.2,92,26.62,163.3,108,7.35,11.9,3,3.21,0,False,684.9999999999999,0.03472424111438352,70.6,0.03563028741983879,287,0.02821964519941555
230,MD,93,408,360-3324,yes,no,0,312.0,109,53.04,129.4,100,11.0,217.6,74,9.79,10.5,2,2.84,0,True,669.5,0.033938510111065356,76.66999999999999,0.03869368465267762,285,0.028022992619628682
231,OH,63,415,410-3719,yes,yes,36,199.0,110,33.83,291.3,111,24.76,197.6,92,8.89,11.0,6,2.97,1,False,698.9,0.035428864401230144,70.45,0.035554585676028934,319,0.03136608647600544
232,OK,100,415,352-4221,no,no,0,203.1,96,34.53,217.0,126,18.45,180.9,122,8.14,13.5,2,3.65,3,False,614.5,0.03115043235735573,64.77000000000001,0.03268801297709574,346,0.03402089630312815
233,NV,53,415,327-6179,no,no,0,168.8,97,28.7,220.3,87,18.73,154.3,113,6.94,10.9,2,2.94,0,False,554.3000000000001,0.028098754525113564,57.309999999999995,0.02892311291828557,299,0.029399560678136757
234,ID,92,415,359-6196,yes,no,0,173.1,140,29.43,240.3,105,20.43,233.2,117,10.49,9.0,5,2.43,1,False,655.5999999999999,0.03323388682421874,62.78,0.031683703175884974,367,0.036085748390890265
235,MN,139,510,374-9107,no,no,0,134.4,106,22.85,211.3,98,17.96,193.6,125,8.71,10.2,2,2.75,5,True,549.5000000000001,0.027855431375698906,52.27,0.026379534326274417,331,0.03254600195472664
236,SD,110,408,357-4078,no,yes,40,202.6,103,34.44,118.8,128,10.1,234.9,98,10.57,9.0,9,2.43,2,False,565.3,0.02865637007585548,57.54,0.029039188925460684,338,0.03323428598398068
237,IL,110,408,366-5780,no,no,0,74.5,117,12.67,200.8,98,17.07,192.2,101,8.65,9.8,7,2.65,3,False,477.3,0.02419544566992008,41.04,0.020711997106376546,323,0.03175939163557917
238,WY,215,510,393-9619,no,no,0,83.6,148,14.21,120.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0,False,441.8,0.022395868210707506,37.58,0.018965810215829205,358,0.035200811781849355
239,AL,73,415,355-9295,no,no,0,192.2,86,32.67,168.6,116,14.33,139.8,87,6.29,9.4,6,2.54,1,False,509.99999999999994,0.025853084625307436,55.83,0.028176189046028324,295,0.02900625551856302
240,NJ,138,510,400-5751,no,no,0,220.2,89,37.43,88.3,125,7.51,195.3,79,8.79,12.9,5,3.48,0,False,516.7,0.026192723188032074,57.209999999999994,0.028872645089078997,298,0.029301234388243322
241,NV,137,415,338-1027,yes,no,0,135.1,95,22.97,134.1,102,11.4,223.1,81,10.04,12.3,2,3.32,2,True,504.59999999999997,0.02557934608221595,47.73,0.024088294880296113,280,0.02753136117016151
